"","cl1","cl2","cl3","cl4"
"DNAJC24",-0.000510286053150953,0.0016429653333546,0.00188962566414218,-0.00394930390753058
"DNAJC28",0.00179263680129019,-0.00290664672433079,-0.000901078085404823,0.00269919996956549
"DNAJC3",0.000954374068786734,-0.00375603188302396,0.00579312527299302,-0.0132177299914315
"DNAJC7",-0.00514986933114554,-0.00282607415435705,0.00446893133733272,-0.00657094485420317
"DNAJC8",-0.000104044522036633,-0.00665436976247044,0.00321239507358252,-0.00641477815647029
"DNAJC9",-0.00244487893265034,-0.0106925892700327,0.0052267449449954,-0.0103870871312748
"DNAL4",-0.00279323526710713,-0.00365015910702808,-0.00405059120498851,-0.00140983643287716
"DNASE1",-0.00665868224905358,0.00595222629494473,0.000926571516947594,-0.00443830973708253
"DNASE1L1",-0.00116189020296369,0.000975056931512214,0.00229223247623324,-0.000893155587076785
"DNASE1L2",0.00191548817574771,-0.00166529738434914,-0.000488040398915746,0.00567846225364101
"DNASE1L3",0.00375938511884338,0.00518634283775409,-0.023196600089623,0.00568297256785313
"DNASE2",0.000904551135477504,0.000841975938763212,0.00235694487946704,0.00300230824564732
"DND1",-0.00242159714423111,0.000830669528986808,-0.000228027596891928,0.00275046867762017
"DNM1",0.00260280778727552,0.00624897138761891,0.0146721731767111,0.004876730539647
"DNM1L",-0.00213284587656362,-0.00312628693161206,0.00172940958831482,-0.00879980729440219
"DNM2",-0.000735396531160675,-0.00871478205340313,-0.00864435121115986,0.00419334102206316
"DNM3",-0.00105268280289107,0.0140251290509706,0.00155656275525606,0.000836223680749113
"DNMT1",-0.000220614883875953,-0.00685504394781935,0.00873941388587598,-0.012813466035251
"DNMT3A",-0.00520341060679733,0.00826795444875268,0.00189814239150784,-0.00291733292620671
"DNMT3B",-0.0106148151718202,0.0070291564704722,0.0109728028889009,-0.00749978823774977
"DNPEP",-0.00416087356166153,-0.00128264917895014,0.00196548597762288,-0.00190783323066317
"DOC2A",-0.00129680720067513,-0.00167065944116796,0.00463812084762832,0.00404659291000059
"DOCK1",0.00170671787857986,0.00751114556446978,-0.0029439632930103,0.00321739242610257
"DOCK10",0.0199931688780501,0.00110284675231285,-0.00290815188790475,-0.00505876783113598
"DOCK2",0.0177745679887233,-0.000437488672363263,-0.00593514506618184,-0.00395780413117241
"DOCK4",0.0146462464601155,0.00129702770219541,0.00759682498124693,-0.00431742401405028
"DOCK5",0.00677141151986737,-0.0133998897986393,0.00156732076957828,0.0079898937304617
"DOCK6",-0.00545800866420504,0.0050969412656256,0.00328709038765662,0.00456870266786115
"DOCK9",-0.00228804392310925,0.006769099175686,0.0048529653831061,-0.00753924030993003
"DOK2",0.00896398003241945,-0.00129039967645793,0.00410988737237631,0.00427296184266578
"DOK3",0.010567816600773,-0.00255365312368011,-0.000122256519317983,0.00366811154313937
"DOK4",-0.0047930811291502,0.0031394772069874,-0.00812346809374109,0.000588879162074424
"DOK5",0.0062198976782635,0.00862929828884277,0.00238488176335629,0.00234909761470278
"DOLK",-0.00269805621469641,-0.00142319408503307,0.000184410438301436,-0.00481548114941542
"DOLPP1",-0.000565470855536865,-0.00264805425195045,-0.00385323767761324,-0.00274094752480908
"DOM3Z",-0.00257533384849336,-0.000737972267704197,0.00407666029226634,-0.00182519161072586
"DONSON",-0.000873644144163703,-0.011286460280889,0.00247276505457225,-0.00989623601156948
"DOPEY1",-0.00213040964208001,0.0072409173943487,0.00125279601197397,-0.000839907565540674
"DOPEY2",-0.00299418519273521,0.000311988172344991,-0.0151055143869248,0.000770731557652164
"DPAGT1",-0.00230431173975797,-0.00161517865066143,0.000762100216094165,-0.00610616860016245
"DPEP1",-0.0268716069754434,0.0282318118385691,-0.0122164387945865,-0.0188917896221948
"DPEP3",-0.00197582324369636,-0.00336718974943752,0.00149603357409802,0.00432094064394105
"DPF2",-6.71678095387789e-05,-0.00189227524771146,0.00706401336697683,-0.00969912659118974
"DPF3",0.00352040329190543,0.000177571666076041,-0.000854028697265497,0.00752594387198533
"DPH1",0.00200578822555004,-0.00562214712703461,-0.000612417849091234,0.00594399312846177
"DPH2",-0.00451880022470888,-0.00187028277496814,-0.00156605446609397,-0.0098151252586919
"DPH5",-0.00308749787741003,-0.000587017402398536,-0.00328147689207839,-0.00397275275930974
"DPM1",-0.00761009520036375,0.00799785288762967,0.0044255312628535,-0.0201069415540761
"DPM2",-0.00202312653836803,-0.00374499273947741,0.00174301041856152,-0.00763281321594638
"DPM3",0.000201155437910051,-0.0075290292576421,-0.005422277409268,-0.00332540692028487
"DPP3",-0.0010628911703434,-0.00739602331727714,0.000444014156476294,-0.0103165033704779
"DPP4",0.00625737612634372,-0.0115656998052953,0.0107790088103727,-0.00367181826149526
"DPP6",-0.00209747819767249,0.0053192358556066,-0.000174635341634571,0.00410038448182546
"DPP8",0.000542819282442195,-0.000508546138474321,-0.00367244499634568,0.0009190817726256
"DPT",0.0071951965565747,0.0166659052573519,0.00055029230127611,0.00315426544901942
"DPY19L4",-0.00480688384134381,0.00868976693038844,0.00191803427599648,-0.0114578001608509
"DPYD",0.0246614622491768,9.7266346934087e-05,0.00397443178995109,0.00125262390585459
"DPYSL2",0.00892870400230469,-0.0038163386683655,0.00144704113487717,0.00242014227869577
"DPYSL3",0.0204637785133654,0.0219314061258891,-0.00469591742718507,0.00536472784891084
"DPYSL4",0.00412130486096718,0.00185992115890832,0.000251869964625094,0.00142451956909752
"DR1",0.00186457975455975,-0.00487213180295365,0.00034193114895229,-0.00741945101216724
"DRAM1",0.0121031522686167,-0.00305351999690609,0.00262363631385561,-0.000626225819779545
"DRAP1",-0.00156454712051837,-0.00110236208530271,0.00737906551469195,-0.00776763788903029
"DRD2",-0.00591550966361746,0.00714823921678548,0.00395221595987798,-0.00458949807111517
"DRD5",-0.00322000597437804,0.00505367973816243,0.00151322382606869,0.00599693682057809
"DRG1",-0.00233209370235181,-0.00310461309320035,0.000675163701481237,-0.00768031714551123
"DRG2",-0.00121577910679594,-0.00480031251367531,0.00267036575544869,0.000131612038072444
"DROSHA",-0.00233014823317935,-0.000796436902189998,0.00151981081617895,-0.00294923507158394
"DRP2",-0.00537860570928048,0.00149639641838715,0.000146529480846647,0.0120097680513108
"DSC2",0.00570315779620791,-0.00698797147954757,-0.0108377967291037,-0.00531507874676881
"DSC3",-0.00549547798913568,0.00611443926642671,-0.00939844841885093,0.00173429581474995
"DSCAM",-0.00250772403075069,0.00266740845362537,0.0020294564967585,0.00828646321667334
"DSCR3",0.000965163013308961,-0.00231437277780895,-0.0114264487533297,-0.0135381503196128
"DSCR6",-0.011761942326708,0.0112112778786697,0.00536111930193315,-0.00433720471878263
"DSE",0.0205550868272763,0.0022959780611852,0.00506129479646481,-0.0100425937736391
"DSG2",5.18888854068951e-05,-0.00757160225425179,-0.00515582392039124,-0.00399273790048745
"DSG3",0.0044087663001781,-0.00469415260507803,0.0163079733784532,-0.00568674552415675
"DSN1",-0.00924922473925334,0.00286463569498702,0.00970335253155937,-0.0180336126898351
"DSP",-0.00188927110990356,0.00125169875644425,-0.00489538929579376,-0.00338725502766485
"DST",0.00583054974121133,0.0129964177015535,-0.00885597428988023,0.000703039192500476
"DSTN",-0.00134324036547875,0.00216980562627724,-0.00363435137006094,-0.00417289273692355
"DSTYK",-0.00112592471142498,0.00692688517230674,0.00207880431795458,0.000978422637979816
"DTL",-0.00497561524712039,-0.0125917507232476,0.00842174530356116,-0.0105485011018097
"DTNA",7.18621246157223e-05,0.00662515564906816,0.00444366110335658,0.00136345073025065
"DTNB",-0.00486774459933114,0.00295499054044759,0.00360234223900794,0.0010773839002792
"DTWD1",0.000359833067858243,-0.00312042836274524,-0.00452972591489294,-0.00711525914827561
"DTX3",0.00165099613805592,0.00969873361542642,0.00143595147793456,0.0023054021763264
"DUOX1",0.00169010971581339,-0.00237487496530826,-0.00734868034839186,0.013305956921084
"DUS1L",-0.00664808511182204,0.000730267941454905,0.00063355665821474,-0.000942239280281183
"DUS2L",-0.00199515890857678,-0.00479256979770079,0.000705660536325961,-0.00240297902422511
"DUS4L",-0.00743591545944408,0.004817027227295,0.00518436329245426,-0.0140939681363252
"DUSP1",0.0158904726651773,0.00315154982667184,-0.012027362198387,-0.00286802661246664
"DUSP10",0.00516168792791225,-0.00696450267337102,0.00199509274239276,-0.00313217648122941
"DUSP12",0.000458866340742901,-0.00276785998815551,0.00186676144396594,-0.00967826464516216
"DUSP13",-0.00286140338250174,0.00370860185765299,0.00309252172537004,0.00348100762658612
"DUSP2",-0.00131232377226935,-0.00692222443379238,0.00766183314261233,-0.0122162054516752
"DUSP22",-0.000360791339294518,0.00498457696148853,-4.88356688420182e-05,0.00155072882974939
"DUSP26",-0.00160549699122241,0.00683998281200523,-0.00109118552478405,0.00802792520950051
"DUSP3",0.000225701157326856,0.00965407642374736,5.85304890733008e-05,-0.00185382833138921
"DUSP4",0.019520663434723,-0.0394444359150621,0.00134684816254616,0.0173276333436407
"DUSP5",0.0137539181220245,-0.00211067537283228,0.00331916969474506,-0.00641028257248605
"DUSP6",0.0069041589575522,-0.00666452275498129,-0.000370575267762847,0.000981714799836264
"DUSP7",0.00457578852334725,-0.00249304741657335,0.00492664460510427,-0.00250787518028189
"DUSP8",-0.00847118380902826,0.00401558187081705,-0.00095775341325747,0.0062588410921537
"DUSP9",-0.00434419609092362,0.00126283725603083,0.00212342313974916,0.000608053535668241
"DUT",-0.00193891474868267,-0.00570550468862251,0.00301937618603817,-0.00659813174993351
"DVL1",0.000789674525027248,-0.00440675197699355,0.00638077373699644,0.00302641790886767
"DVL2",-0.000897498286582067,-0.000234260373869189,0.00360586833827463,0.00176308253977547
"DVL3",0.000115755707443931,0.0102511216873604,0.000762019172604269,0.00254500683819323
"DYNC1H1",0.00246968130771262,-0.00315208077481933,0.00119364465864564,0.00261800608606792
"DYNC1I1",0.00173151684778983,0.0117828551201439,0.00219072258213233,3.85862756452748e-05
"DYNC1LI2",-0.00102333677593842,0.00421061340274245,-0.001747678598439,0.00514966768890052
"DYNC2H1",0.00341371469425609,0.00971320944311668,0.0021200285364758,-0.00261300947843676
"DYNC2LI1",-0.000221710861036693,0.00233390802610833,-0.00263543147926071,-0.00921416640753183
"DYNLRB1",-0.00821739278965286,0.0104844775643181,0.00327971940547448,-0.00873687916944947
"DYNLT1",0.00256275899465405,-0.00541330345461144,-0.0010788206114854,-0.00720699901680858
"DYNLT3",0.000563082186750847,0.00216603711855684,0.00422063000636946,-0.0033204171441695
"DYRK1A",0.00095051788344137,-0.00252641729452054,-0.00206201326013444,-0.0022377567279381
"DYRK1B",-0.0030373795717632,0.00296200961724538,0.00104105778904609,0.0039640268880808
"DYRK2",-0.00142838444936707,0.000459438174810402,-0.00700636852855383,-0.00089158213656877
"DYRK3",0.00563912852348271,-0.00140748394602715,0.00728099783224519,0.00571156388510025
"DYRK4",0.0034006913225425,-0.0091402927124427,-0.0136237186251583,0.00689697909704545
"DYSF",0.00479125952663815,0.00494004333713999,-0.000322128288534206,0.00388948340789749
"DYX1C1",0.0105767142646819,0.00413936083628188,-0.0112929669818028,-0.00204386443113725
"DZIP1",0.00972263379565257,0.0168231550701762,0.00438691691318179,-0.000381056205833374
"E2F1",-0.00907677352103526,-0.000564981371309766,0.0111107744307921,-0.00411864932819049
"E2F2",0.000629996590856869,-0.0119063474894343,0.00185062100361468,-0.00393460151142821
"E2F3",-0.00426804451404807,5.25758168282882e-05,0.00778988606753413,-0.00739221904433585
"E2F4",-0.00180832881315254,0.000739925096681943,-0.00432122782044404,0.00343888975324879
"E2F5",-0.0039511981089705,-0.000286393991824234,0.000433182688165434,-0.020955747294047
"E2F6",-0.00336286702515117,-0.000848073235343267,0.00711382887944315,-0.0115973084273503
"E2F8",-0.007781824734703,-0.0114286076682161,-0.00118158195572843,-0.0174857226517406
"E4F1///DNASE1L2",-0.00175614273550667,-0.00437386934756248,0.0039857224494011,0.0028421241604547
"EAF2",0.00340789247901519,-0.00173954380794615,-0.00568600347125371,0.000619392110150086
"EBAG9",-0.00459452045814723,0.00145715353804585,0.00061443372475053,-0.00701857749436618
"EBF2",-0.00118354094841328,0.00350335736662125,0.00678181124792543,0.00382228667553181
"EBLN2",-0.00338603419473727,0.00476113178512729,0.0100551040260122,0.00864327628264879
"EBNA1BP2",-0.000906142674499635,-0.0086299813640168,0.00272884555770994,-0.0128709451315887
"EBP",-0.00418042630483578,-0.0046328998960376,-0.00384044569834755,-0.017301962990718
"ECD",0.00011775854695824,-0.00240549804446207,0.0016922626510992,-0.00547273199322619
"ECE1",0.00135353845810735,0.000592652027493428,0.00291668792118349,0.00540884764250908
"ECE2",-0.00338019574862035,-0.00405133055425199,0.00188430516326897,-0.0074314793389314
"ECHDC1",-0.00182176418001859,-2.66821066521173e-05,-0.000935500215022356,-0.0122429409066597
"ECHDC2",-0.000741125073256696,0.0045060887423018,-0.0056066254882172,0.0104855141911004
"ECHDC3",0.00095611373629417,0.00840567228176134,0.000274284730358443,-0.0075690407136756
"ECHS1",0.00261675537143142,-0.0107313323040787,-0.00237414221380661,-0.0003898622431841
"ECI1",0.000243978040710451,-0.0127219889141723,-0.00418426371832652,-0.00537229395552667
"ECI2",0.00830309727157763,-0.00889581068549392,-0.0199717382026886,-0.000927577247449646
"ECM1",0.0092310288032963,0.00408651230075835,-0.000141430512640261,0.00458654489102227
"ECM2",0.0130758070943828,0.0156949423326283,0.006109418134822,-0.00270567059463047
"ECSIT",-0.00221775351024434,-0.00761558972913692,-0.00098308838308002,-0.00651391558463298
"EDA",-0.00807653738352111,0.00951779370792123,0.00620307987875927,0.000436904527279787
"EDAR",-0.00254013418065232,0.00570020649942395,0.0085419321447628,-0.00265982978942863
"EDC3",-0.00234956457319802,-0.000938498014711421,0.00063323908474756,-0.00456457176337741
"EDC4",-0.000236989401700412,0.00256068118710679,0.00157110244782517,-0.00268824759369644
"EDEM1",0.0048358438520606,-0.00362276155961958,-0.00402661939352616,-0.00440051507797564
"EDEM2",-0.00406081852868076,0.00522859656580545,0.00358981259641396,-0.00907205363317637
"EDEM3",0.000659190038835127,-0.00432846215351309,-0.0167143335489143,0.000271505255332551
"EDF1",0.00123115743365099,-0.00517554958403894,-0.000829020773030661,0.00143605269620032
"EDIL3",0.00662129356155114,0.0174841392297102,-0.00670255307443448,7.21283607920443e-06
"EDN1",-0.000539932273559145,0.0160506581077904,-0.00971360055316489,0.000158131157417649
"EDN2",0.00120169476280032,-0.00712698151257782,0.00360526997162061,0.00681837984502647
"EDN3",0.00252166057102676,0.00657448879318424,-0.0142964219947939,0.00224545018245652
"EDNRA",0.010644173553448,0.0146502454046035,0.0093110835195748,-0.0135341299242991
"EDNRB",0.00818549876746834,0.0154079893460347,-0.0149092830385687,-0.00423174935193071
"EEA1",-0.00406453020434882,0.00814302491475355,-0.00159536636539543,-0.0145497763243774
"EED",-4.80615730368588e-05,-0.00714924524135738,0.00382636244069194,-0.0118500944896158
"EEF1A2",-0.00460364939774802,0.00769900550917467,0.000761722702875251,0.000804636094041297
"EEF1D",-0.00393393855013603,0.0012891409453031,0.00880911380746483,-0.000999948956886956
"EEF1E1",-0.00386464822963944,-0.00784366303429628,0.0033728424830013,-0.017840910359613
"EFCAB1",-0.00487012782593369,0.0053615346936574,0.00221502686432519,0.00453728322137089
"EFCAB11",-0.00347151332369554,-0.00458122563953489,-0.000370077943240158,-0.00647520500791171
"EFCAB2",-0.000645434856566957,0.000498690500253575,-0.0010249496670895,-0.00776824413273745
"EFCAB6",-0.00179714725289161,0.00249244870727982,0.000339506181697978,0.00681319660286503
"EFEMP1",0.0257874350001979,0.0273748397244402,-0.00735813085354945,-0.00815016946462273
"EFEMP2",0.0143011702611025,0.0133217583087827,0.00559589143972045,0.000261861147379173
"EFHA1",-0.00378044878150432,0.00593922949232521,0.00255595867808367,-0.00662018946311482
"EFHC1",0.000681530777558232,0.00845338745825203,-0.000302331597271053,0.00230077194279113
"EFHD1",0.00120895877469512,0.0121611174475595,0.00223266759396115,0.00121585794528304
"EFHD2",-0.000587677448301087,-0.00295796298214917,-0.00444912066528051,0.00190741705010001
"EFNA1",-0.0067442063838656,0.00322749459390718,-0.00252832192273568,-0.00239035672561157
"EFNA2",0.00260066216484197,-0.00206236398931198,0.00109687473080798,0.000800755567248529
"EFNA3",-0.00685605840700576,0.0065018815858138,0.00179058505247336,0.00313806376663782
"EFNA4",-0.0071463279115208,0.00744386432130063,-0.00323305767139922,-0.00860187371331925
"EFNA5",0.00846662375438118,-0.0028393708013358,-0.00315818749354219,0.00914555468069431
"EFNB1",-0.00271741163374171,0.00143545095487364,-9.96216998732473e-05,-0.00212734794036679
"EFNB2",0.000153031925960814,0.00279541758097008,0.000113297703586426,-0.00352315113886617
"EFNB3",-0.00144718673543263,0.000609982224039433,-0.00223537551454848,0.000538855790063796
"EFR3A",0.00144905085416829,0.000639274211428576,0.00521535100358282,-0.00227389381058448
"EFS",0.00785975528854554,0.0118762264017554,0.000463997113088638,-0.000525560047907317
"EFTUD1",0.000859306952535674,-0.00811040191470771,-0.00737494308245501,-0.00504533600423996
"EGFL6",0.00546378186319897,-0.00285935422033528,0.00868282599775919,-0.0149239157662543
"EGFL7",0.00541888564983685,0.00112114345830269,0.0102321551535106,0.000129000367705576
"EGFR",-0.00495515345121211,0.00636645375613463,0.00352853225322585,0.00867719350586696
"EGLN1",0.00213183002422556,-0.00437470163092572,-0.00349011322064833,-0.0058959565873749
"EGLN2",0.000253793290328857,-0.00184929553837019,0.00207818809488878,-0.00340754598416492
"EGLN3",0.00635473393962135,-0.0217873123187068,-0.0121060163509015,0.00657310778334584
"EGR1",0.00297867531767241,0.00687103243726907,-0.000183157589049163,-0.00253015392921643
"EGR3",0.00864940001030952,0.00303777997944684,-0.00587410036527435,-0.00124942466128695
"EHBP1",0.00196159665130317,0.00192660216452561,0.00620501395464105,-0.00234565035973199
"EHD2",0.0149070889087285,0.00779836782400892,0.0047452566643871,-0.00238455444352945
"EHD4",0.00460584022605153,-0.00388275014513977,-0.00132322331907769,-0.00600042536366329
"EHF",-0.00416448996633879,-0.0074891685233203,-0.0104782121301169,-0.00682377360463726
"EHHADH",-9.2843035396001e-05,-0.00165494429706299,-0.0166239094411632,-0.00444750896270301
"EHMT1",-3.2168636901399e-05,-0.00341883063651135,-0.00188830515482675,-0.00455598953954926
"EHMT2",-0.00413735070022661,-0.000696444932165243,0.00881532142970326,-0.00112257486241244
"EI24",-0.00420699036461324,-0.00536863475283371,0.00300573518214046,-0.00195086880193525
"EID1",0.00747949158859379,0.00287856107778937,-0.00728290887146004,-0.00924715904894223
"EIF1",0.00168903236010528,-0.00063732849302875,-0.0013298860668248,-0.00386510881338224
"EIF1AX",-0.00655561959211402,0.00430822229584753,0.00352086393375167,-0.00783829181106865
"EIF1B",0.000662161087679992,0.00329767063489589,-0.0064293977266362,-0.00882444991880429
"EIF2AK1",-0.00674134121954846,0.00415351734560306,-0.000373415864312672,-0.00299575167507889
"EIF2AK2",-0.00180462924235741,0.00091651224462426,0.00669035900749453,-0.00558800098516794
"EIF2B1",-0.00203649148260532,0.00119952625724876,-0.00214279020517815,-0.0061659716495898
"EIF2B2",0.00164465173196864,-0.0093417756588591,-0.00134866017474945,-0.00609011441380204
"EIF2B4",-0.00150529015855989,0.000642501903597896,0.00102016561856594,-0.00670182004769645
"EIF2C1",-0.00015401454047359,0.00150354016558296,-0.00135629843329706,-0.00179731568951267
"EIF2C3",0.000440878620589484,-0.00138061889358669,0.00916244350391988,-2.05788502059937e-05
"EIF2C4",0.00200543951748369,0.00120486653367427,-0.00248972362369477,-0.00211411449403265
"EIF2D",-0.000455904862020783,-0.00353437272482188,-0.00198304410250071,-0.00215846758934042
"EIF2S1",-0.000586151102113346,-0.00985924358005512,0.00387859206881481,-0.00935020276601748
"EIF2S2",-0.00931794325050722,0.0104464483405945,0.0161603550091872,-0.0185153966890922
"EIF2S3",-0.00434588747940041,-0.00304734288305395,0.00248433389571977,-0.0172644077194745
"EIF3A",-0.000912267284091745,-0.00406471923220216,-0.00204798102634107,-0.00544268795541233
"EIF3B",-0.00723285366600586,0.00153129604554713,0.00804106351357737,-0.00575190458166887
"EIF3D",-0.00223494206775133,-0.00279484911163655,-0.000201106690137964,-0.00428700433293396
"EIF3G",-0.00231135128965356,-0.00190747686239944,-0.000506848926754337,-0.0066972724048826
"EIF3H",-0.00566176512623539,0.000926527477296797,0.00126036587036843,-0.00794484886153324
"EIF3I",0.000926477476840248,-0.00637395529308433,-0.000104772149615793,-0.00736966757896161
"EIF3J",-0.0031341134613698,-0.00355149814330967,0.000716029744831362,-0.0134573324344988
"EIF3M",-0.00478761833557796,-0.00214916559065365,0.00415394735047303,-0.00809015577961072
"EIF4A3",0.00111467244101676,-0.00499910218150454,0.000362107485811463,-0.0115656130538869
"EIF4B",-0.00329574365227977,-0.000976182242823994,-0.0024877881043993,-0.00378207466329578
"EIF4E",-0.000802904488099748,-0.00950802034640857,-0.00564564157933394,-0.0140725194967552
"EIF4E2",-0.00148264328420887,-0.00533505858410113,-0.00162186850065529,-0.00276238183794617
"EIF4EBP1",-0.00372338178860427,-0.011384305149068,0.0110126354103011,-0.00837108507161889
"EIF4EBP2",-0.00407856707852056,0.0020725131477427,-0.00155571551395046,-0.00406791087511675
"EIF4ENIF1",0.000485833977013819,-0.000684719004692781,-0.00180422494098371,-0.00262733142936067
"EIF4G1",0.000105103994902732,-0.00582672955332708,0.00292883611624724,-0.00717966792323455
"EIF4G3",0.000852864901568352,0.00526291386835801,0.000505897323252616,-0.000885910743209902
"EIF4H",-0.00345181095022599,-0.000964071457618021,-0.00122319461929968,-0.00823061218188521
"EIF5",0.000989299838240727,-0.00302923842287142,0.00133998070850905,0.000693419817078186
"EIF5A",0.00374310068905298,-0.0177117302984203,0.00935399422757398,0.00047557217661248
"EIF5B",-0.00334032442057921,0.00114352832423369,0.00868306173814047,0.00487403623336548
"ELAC1",0.00341027807249675,-0.00875699540677053,-0.00217725147992003,-0.00419323997395587
"ELAC2",0.000258550714961243,-0.0110099773129502,0.00438592500625846,-0.001234796455035
"ELAVL1",-0.00276065003177353,-0.00253845629587672,-0.000777593801867708,-0.0135227278338163
"ELAVL2",-0.00739775918368791,0.0130830626998241,0.00668641241898218,-0.00514811437694218
"ELF1",-0.00611568822670509,0.00936526189403187,0.00157187669314533,-0.00827909529854476
"ELF2",0.000577925259568078,0.00171681172049543,-0.00220199029939036,-0.000364278213545721
"ELF3",-0.00600581091093749,0.0014193936320323,-0.00896213859712077,0.0027546683155735
"ELF4",-0.00545998967979297,0.00649219370418715,0.000796297586957714,-0.00582325607307577
"ELF5",-0.0102228622006229,0.0116152881766947,0.00427238138902997,-0.0060372193814897
"ELK1",-0.00188463421376663,0.00291636215079755,0.00526378095266081,-0.00435538741255823
"ELK3",0.0139605444052614,0.0061628028617479,0.00314944020078746,-0.0041193349165227
"ELK4",0.000197976365320663,-0.00103785161177515,-0.00157746095956508,-0.00669216665755865
"ELL",-0.00104181790559382,0.00207787065641428,0.00227583402385697,-0.00301376535154632
"ELL3///SERINC4",-0.00207154609782829,-0.00866675196669053,-0.00177238723270617,0.00351233387824023
"ELMO1",0.00878322911302046,0.00896684860620018,-0.00480711161287065,-0.0001048954346044
"ELMO2",-0.00418698005667703,0.00964484908705815,0.00229279404018854,-0.00873428744913111
"ELMO3",-0.00461971627981653,-0.00715301025924639,-0.00349609185108773,0.00296498735402263
"ELN",0.00419491937932477,0.0163215105815268,-0.0140784770078626,0.00057416250006286
"ELOVL1",0.00235971393371444,-0.00505339743485883,-0.000780295756142445,-0.00695680546725114
"ELOVL2",-0.00213600732385292,0.00264025262134384,7.74309891405542e-05,0.00476543112236328
"ELOVL4",0.00584257838044471,0.00804966629069369,0.0058037907879546,-0.000352563743811712
"ELOVL5",-0.00102631367363416,0.0125862677722478,0.0017921863475153,-0.0237076855067764
"ELOVL6",0.00175640986558718,-0.0151101553200442,-0.0064884525175254,-0.0036763394449762
"ELP3",0.00128500038298374,-0.00737383095522884,0.00267024600996607,0.00250158662463794
"ELP4",-0.00205218504352748,-0.00160848076366466,-0.00219419315079815,-0.0114086383185347
"ELSPBP1",-0.0019019482547585,-0.00048891867019929,0.00437040070528732,0.00407674543774212
"EMCN",0.0112638003657673,0.0117071563021691,-0.0016992631474087,-0.00734912890305603
"EMD",-0.00725098536105849,0.00246356171500933,0.00608355110830616,-0.00440201545036652
"EMG1",-0.00444611073805276,-0.0037003926089002,0.00298067259905849,-0.0128584926583579
"EMID1",-0.00162589197383469,0.00741398791372491,-0.0103006317792274,0.00124446365422655
"EMILIN1",0.0201979274131482,0.0136757139102054,0.00154634187570255,-0.00804419362783958
"EML1",0.00930216453226508,0.0111982972397663,-0.00270125392781123,-0.00989397043179054
"EML3",-0.000545426851333485,0.000445405586113502,0.00418829519070216,0.00365152727035033
"EML4",-0.00372215227680894,-1.62004636034742e-05,-0.00376447897291348,-0.00859331464216051
"EMP1",0.0137960265984346,0.00422098322670918,0.000949754312650953,-0.00810319286321562
"EMP3",0.0212345561866587,0.00439469325108576,0.00347221201365308,-0.00546290662110111
"EMR2",0.0126840690920572,-0.0023495804798196,0.00335936267607808,-0.00543237978237795
"EMR3",0.00268448570082271,0.000670538407335535,-0.00439070668274637,-0.00218791330302248
"EN1",-0.00244236860143854,-0.000560342823172879,0.00641263641988077,0.00312978510874456
"ENDOG",-0.0014629545697291,-0.014341698614787,-0.00320447045714018,-0.00381309226366115
"ENG",0.0122087579855129,0.00287524358305645,0.00200080801207293,-0.00073491944364188
"ENGASE",-0.0113952130690434,0.01057678300548,-0.000538234468851907,0.00650634033944807
"ENO1",0.00270040889249463,-0.0127511728315926,0.00499431123536495,-0.0108906136789062
"ENO2",0.0138540380469103,-0.0164909644888641,0.0134541533456538,0.00803119202803195
"ENO3",-0.0038875475768807,-0.00476913749926698,0.00133776384673836,0.00152278953846655
"ENOPH1",-0.00449294951846052,-0.00420017728280528,0.00439111182194215,-0.0105649013443759
"ENOSF1",0.0023281039497837,-0.0132720093232469,-0.00450800506712049,0.00557050292446539
"ENOX2",-0.00611058336050127,0.0083684455738615,0.00480176635419579,-0.0122216002126531
"ENPP2",0.0196708760808262,0.00918638771531651,-0.0110736994980805,0.00217129958823312
"ENPP4",-2.82451414337384e-05,-0.00132477906034224,-0.0113651414576016,-0.00905155141977804
"ENSA",-0.00137492362010861,-0.00644364268692113,0.000215790691761177,-0.00390127191610752
"ENTPD1",0.0142621259145718,0.00789454012093829,-0.0020135245882157,-0.000493886670886213
"ENTPD2",-0.00670958186942862,-0.00660914467970285,-0.000249165273678799,0.00788556497989408
"ENTPD4",0.00745647274534379,-0.00467940660623793,-0.00711236372961297,0.00731259777430458
"ENTPD5",-0.00854402319192222,0.00820063668111403,-0.0233633458480075,0.0056705840058729
"ENTPD6",-0.00720890085696945,0.004449060469397,0.000213387205004465,-0.00221464179273816
"ENTPD7",0.00353353554083789,-0.0087865192154839,-0.00306755248588877,-0.00488242084154273
"ENY2",4.59700855791128e-05,-0.00407924619207424,0.00488562519314734,-0.0152721361304268
"EP300",0.000253619313894591,0.00048031721339846,-0.00126315390577057,-7.4028047505451e-05
"EP400",-0.00402852986561005,0.00323141687403993,-0.000264278573025549,-0.00168533361709472
"EPAS1",0.00896271273777756,0.0063356237976362,-0.0125084110098513,0.0015587920172723
"EPB41",-0.0036167125871765,-0.000483259860498131,-0.000926755391957817,-0.00411015312035151
"EPB41L1",-0.00951028854318321,0.0135139383052294,0.00663995793477699,-0.00124567507131797
"EPB41L2",-0.00373808654086621,-0.00322782109179086,-0.00859680433218776,-0.00288552787339344
"EPB41L3",0.0187134720295813,0.0026142017265338,-0.00736374164047939,-0.00124148894443069
"EPB41L4B",-0.0107610272655783,0.00656434864028415,-0.0176074157894309,-0.00768054737238699
